False: Execution aborted by timeout\ntime=1655641357.977987 gym-duckietown 2019.0.0

time=1655641358.5940073 Registering gym environment id: Duckietown-4way-v0
time=1655641358.594144 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1655641358.5942326 Registering gym environment id: Duckietown-loop_empty-v0
time=1655641358.594322 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1655641358.594407 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1655641358.5945385 Registering gym environment id: Duckietown-small_loop-v0
time=1655641358.5946305 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1655641358.5947075 Registering gym environment id: Duckietown-straight_road-v0
time=1655641358.59479 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1655641358.5948672 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1655641358.5949519 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1655641358.5950336 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1655641358.595149 Registering gym environment id: Duckietown-udem1-v0
time=1655641358.595258 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1655641361.2601979 Falling back to non-multisampled frame buffer
time=1655641361.265816 Falling back to non-multisampled frame buffer
time=1655641361.2703502 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/straight_road_no_start_tile.yaml"
time=1655641361.2791748 loading mesh "duckiebot.obj"
time=1655641361.2794938 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1655641361.6807191 loading texture "straight_1.png"
time=1655641361.7032504 using user tile start: [15, 0]
time=1655641361.704102 tile: {'coords': (15, 0), 'kind': 'straight', 'angle': 1, 'drivable': True, 'curves': array([[[8.775  , 0.     , 0.4095 ],
        [8.92125, 0.     , 0.4095 ],
        [9.21375, 0.     , 0.4095 ],
        [9.36   , 0.     , 0.4095 ]],

       [[9.36   , 0.     , 0.1755 ],
        [9.21375, 0.     , 0.1755 ],
        [8.92125, 0.     , 0.1755 ],
        [8.775  , 0.     , 0.1755 ]]]), 'texture': <gym_duckietown.graphics.Texture object at 0x7f73080f1fd0>, 'color': array([1, 1, 1])}
time=1655641361.7195055 road_tile_size=0.585
time=1655641361.7198944 Starting at [9.18147933 0.         0.3345182 ] 0.5294572558803837
time=1655641379.5937543 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.665521 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.7325184 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.7848082 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.8523946 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641379.9257076 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641379.9943855 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.0470047 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.1175933 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.190844 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.2567203 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.3078022 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.3763046 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.4487917 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.5168843 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.5681496 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.636317 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.7085576 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.7767794 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641380.827627 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.8969777 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641380.9695983 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.0401616 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.0904024 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.158983 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.233956 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.3028505 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.363708 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.4351163 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.5122027 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.5949287 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.6620836 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.7302115 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.8019123 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.869961 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641381.9220395 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641381.9904146 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.0644805 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.132909 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.1848915 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.2581534 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.3322675 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.401017 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.4529407 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.5218697 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.5951016 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.6629775 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.7157423 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.7834697 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641382.8561044 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.9238863 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641382.9762452 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.0450456 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.1186888 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.1867661 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.2384472 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.3104897 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.383331 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.4528573 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.5035505 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.5720134 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.64354 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.7123823 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.7629344 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.8302565 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641383.9036727 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641383.970895 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.0227854 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.0901344 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.1628249 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.2320375 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.2827535 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.3787243 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.452548 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.5197425 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.5707052 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.6389382 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.7122567 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.780944 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641384.8325295 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.9028676 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641384.9782786 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.0498803 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.1026087 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.1706557 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.2422056 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.3090527 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.3606315 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.4322782 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.5044472 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.5720885 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.6253552 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.693484 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.7667627 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.8350592 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641385.8857105 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641385.9547653 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.0284696 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.0962942 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.1465454 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.2141736 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.2882838 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.3554013 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.4065137 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.484521 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.5572767 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.6257384 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.6794293 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.7473643 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641386.8209655 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.887851 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641386.9388304 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.0079324 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.0838826 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.1569247 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.2108471 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.278635 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.3518364 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.4208393 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.5098028 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.5772316 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.6500137 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.7188556 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.7700782 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.8373241 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641387.911596 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641387.979091 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.0332355 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.1013155 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.1733584 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.2401624 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.2923448 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.3595326 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.433607 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.5001652 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.5583396 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.625721 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.6987894 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.7668905 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641388.8179407 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.8848026 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641388.9586973 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.027379 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.0798273 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.1479416 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.2197704 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.2861567 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.3363914 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.4051554 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.477254 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.5450468 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.6016173 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.6703088 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.744125 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.812878 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641389.862683 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641389.9293847 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.0025778 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.0709267 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.1222134 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.1890378 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.2648823 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.3415644 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.4064202 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.4811177 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.5583777 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.640211 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.6936 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.7601748 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641390.8318102 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.9006438 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641390.9529803 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641391.0232189 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641391.0962422 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641391.1671777 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641391.2195487 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641391.2862632 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
time=1655641391.358458 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641391.4257338 Pos: [9.25052583 0.         0.294113  ] angle 0.5294572558803837
time=1655641391.4771078 Pos: [9.21600258 0.         0.3143156 ] angle 0.5294572558803837
fdsfsdfsdfsagsgsa 3715.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
fdsfsdfsdfsagsgsa 0.0 (480, 640, 3)
fdsfsdfsdfsagsgsa 2238.5 (480, 640, 3)
